Numéro;Type election;Annee;Type enregistrement;Numéro tour;Code departement;Code commune;Numéro bdv;Indicatif;Inscrits;Abstentions;Votants;Blancs;Nuls;Exprimes;Nombre de listes;Liste;Voix;NOM;ADRESSE
261;MN;2020;V;1;31;555;0254;I;1044;637;407;6;1;400;12;Toulouse animaliste;2;GROUPE SCOLAIRE ANATOLE FRANCE;21 BD DE LA MEDITERRANEE
261;MN;2020;V;1;31;555;0254;I;1044;637;407;6;1;400;12;Pour la cohésion ! L’autre choix;14;GROUPE SCOLAIRE ANATOLE FRANCE;21 BD DE LA MEDITERRANEE
262;MN;2020;V;1;31;555;0255;I;963;635;328;3;3;322;12;Toulouse aux travailleurs, pas aux spéculateurs;0;GROUPE SCOLAIRE ANATOLE FRANCE;21 BD DE LA MEDITERRANEE
262;MN;2020;V;1;31;555;0255;I;963;635;328;3;3;322;12;Toulouse belle et forte;1;GROUPE SCOLAIRE ANATOLE FRANCE;21 BD DE LA MEDITERRANEE
262;MN;2020;V;1;31;555;0255;I;963;635;328;3;3;322;12;Aimer Toulouse avec Jean-Luc Moudenc;110;GROUPE SCOLAIRE ANATOLE FRANCE;21 BD DE LA MEDITERRANEE
262;MN;2020;V;1;31;555;0255;I;963;635;328;3;3;322;12;Pour la cohésion ! L’autre choix;25;GROUPE SCOLAIRE ANATOLE FRANCE;21 BD DE LA MEDITERRANEE
263;MN;2020;V;1;31;555;0256;I;1068;661;407;2;2;403;12;Rassemblement Toulousain;12;GROUPE SCOLAIRE ANATOLE FRANCE;21 BD DE LA MEDITERRANEE
263;MN;2020;V;1;31;555;0256;I;1068;661;407;2;2;403;12;Archipel Citoyen;138;GROUPE SCOLAIRE ANATOLE FRANCE;21 BD DE LA MEDITERRANEE
263;MN;2020;V;1;31;555;0256;I;1068;661;407;2;2;403;12;Toulouse animaliste;4;GROUPE SCOLAIRE ANATOLE FRANCE;21 BD DE LA MEDITERRANEE
263;MN;2020;V;1;31;555;0256;I;1068;661;407;2;2;403;12;Toulouse anticapitaliste;8;GROUPE SCOLAIRE ANATOLE FRANCE;21 BD DE LA MEDITERRANEE
101;MN;2020;V;1;31;555;0098;I;976;826;150;0;4;146;12;Toulouse aux travailleurs, pas aux spéculateurs;0;CSC ALBAN MINVILLE;PLACE MARTIN LUTHER KING
103;MN;2020;V;1;31;555;0100;I;718;552;166;1;0;165;12;Archipel Citoyen;36;MATERNELLE DIDIER DAURAT;19 RUE JEAN GILLES
104;MN;2020;V;1;31;555;0101;I;695;608;87;1;2;84;12;Toulouse belle et forte;2;MATERNELLE DIDIER DAURAT;19 RUE JEAN GILLES
104;MN;2020;V;1;31;555;0101;I;695;608;87;1;2;84;12;Toulouse animaliste;4;MATERNELLE DIDIER DAURAT;19 RUE JEAN GILLES
104;MN;2020;V;1;31;555;0101;I;695;608;87;1;2;84;12;Toulouse anticapitaliste;3;MATERNELLE DIDIER DAURAT;19 RUE JEAN GILLES
104;MN;2020;V;1;31;555;0101;I;695;608;87;1;2;84;12;Pour la cohésion ! L’autre choix;20;MATERNELLE DIDIER DAURAT;19 RUE JEAN GILLES
105;MN;2020;V;1;31;555;0102;I;896;786;110;0;4;106;12;Toulouse belle et forte;4;MATERNELLE DIDIER DAURAT;19 RUE JEAN GILLES
105;MN;2020;V;1;31;555;0102;I;896;786;110;0;4;106;12;Archipel Citoyen;7;MATERNELLE DIDIER DAURAT;19 RUE JEAN GILLES
106;MN;2020;V;1;31;555;0103;I;783;623;160;2;3;155;12;Rassemblement Toulousain;8;MATERNELLE DIDIER DAURAT;19 RUE JEAN GILLES
106;MN;2020;V;1;31;555;0103;I;783;623;160;2;3;155;12;Aimer Toulouse avec Jean-Luc Moudenc;44;MATERNELLE DIDIER DAURAT;19 RUE JEAN GILLES
106;MN;2020;V;1;31;555;0103;I;783;623;160;2;3;155;12;Toulouse animaliste;1;MATERNELLE DIDIER DAURAT;19 RUE JEAN GILLES
107;MN;2020;V;1;31;555;0104;I;565;410;155;2;0;153;12;Pour la cohésion ! L’autre choix;15;MATERNELLE DES VERGERS;2 IMPASSE DES VERGERS
108;MN;2020;V;1;31;555;0105;I;556;444;112;3;2;107;12;Rassemblement Toulousain;10;MATERNELLE DES VERGERS;2 IMPASSE DES VERGERS
108;MN;2020;V;1;31;555;0105;I;556;444;112;3;2;107;12;En avant Toulouse;2;MATERNELLE DES VERGERS;2 IMPASSE DES VERGERS
108;MN;2020;V;1;31;555;0105;I;556;444;112;3;2;107;12;Toulouse belle et forte;7;MATERNELLE DES VERGERS;2 IMPASSE DES VERGERS
108;MN;2020;V;1;31;555;0105;I;556;444;112;3;2;107;12;Debout Toulouse;1;MATERNELLE DES VERGERS;2 IMPASSE DES VERGERS
109;MN;2020;V;1;31;555;0106;I;713;536;177;1;4;172;12;Toulouse aux travailleurs, pas aux spéculateurs;1;MATERNELLE DES VERGERS;2 IMPASSE DES VERGERS
109;MN;2020;V;1;31;555;0106;I;713;536;177;1;4;172;12;Toulouse belle et forte;9;MATERNELLE DES VERGERS;2 IMPASSE DES VERGERS
109;MN;2020;V;1;31;555;0106;I;713;536;177;1;4;172;12;Pour la cohésion ! L’autre choix;20;MATERNELLE DES VERGERS;2 IMPASSE DES VERGERS
110;MN;2020;V;1;31;555;0107;I;1035;766;269;2;6;261;12;Archipel Citoyen;63;ECOLE PAUL BERT;4 CHEMIN LIFFARD
111;MN;2020;V;1;31;555;0108;I;1016;675;341;5;0;336;12;En avant Toulouse;0;ECOLE PAUL BERT;4 CHEMIN LIFFARD
111;MN;2020;V;1;31;555;0108;I;1016;675;341;5;0;336;12;Toulouse belle et forte;23;ECOLE PAUL BERT;4 CHEMIN LIFFARD
111;MN;2020;V;1;31;555;0108;I;1016;675;341;5;0;336;12;Aimer Toulouse avec Jean-Luc Moudenc;118;ECOLE PAUL BERT;4 CHEMIN LIFFARD
111;MN;2020;V;1;31;555;0108;I;1016;675;341;5;0;336;12;Toulouse animaliste;4;ECOLE PAUL BERT;4 CHEMIN LIFFARD
111;MN;2020;V;1;31;555;0108;I;1016;675;341;5;0;336;12;Une nouvelle énergie pour Toulouse;54;ECOLE PAUL BERT;4 CHEMIN LIFFARD
112;MN;2020;V;1;31;555;0109;I;886;513;373;6;1;366;12;Aimer Toulouse avec Jean-Luc Moudenc;133;ECOLE PAUL BERT;4 CHEMIN LIFFARD
112;MN;2020;V;1;31;555;0109;I;886;513;373;6;1;366;12;Lutte ouvrière;1;ECOLE PAUL BERT;4 CHEMIN LIFFARD
112;MN;2020;V;1;31;555;0109;I;886;513;373;6;1;366;12;Toulouse animaliste;6;ECOLE PAUL BERT;4 CHEMIN LIFFARD
113;MN;2020;V;1;31;555;0110;I;1073;792;281;2;3;276;12;Une nouvelle énergie pour Toulouse;69;ECOLE PAUL BERT;4 CHEMIN LIFFARD
114;MN;2020;V;1;31;555;0111;I;754;489;265;3;3;259;12;Rassemblement Toulousain;10;ECOLE PAUL BERT;4 CHEMIN LIFFARD
114;MN;2020;V;1;31;555;0111;I;754;489;265;3;3;259;12;En avant Toulouse;0;ECOLE PAUL BERT;4 CHEMIN LIFFARD
114;MN;2020;V;1;31;555;0111;I;754;489;265;3;3;259;12;Archipel Citoyen;60;ECOLE PAUL BERT;4 CHEMIN LIFFARD
114;MN;2020;V;1;31;555;0111;I;754;489;265;3;3;259;12;Toulouse anticapitaliste;2;ECOLE PAUL BERT;4 CHEMIN LIFFARD
114;MN;2020;V;1;31;555;0111;I;754;489;265;3;3;259;12;Une nouvelle énergie pour Toulouse;53;ECOLE PAUL BERT;4 CHEMIN LIFFARD
115;MN;2020;V;1;31;555;0112;I;1118;661;457;3;5;449;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE PAUL BERT;4 CHEMIN LIFFARD
115;MN;2020;V;1;31;555;0112;I;1118;661;457;3;5;449;12;Aimer Toulouse avec Jean-Luc Moudenc;159;ECOLE PAUL BERT;4 CHEMIN LIFFARD
115;MN;2020;V;1;31;555;0112;I;1118;661;457;3;5;449;12;Toulouse anticapitaliste;4;ECOLE PAUL BERT;4 CHEMIN LIFFARD
116;MN;2020;V;1;31;555;112A;I;979;631;348;0;5;343;12;Rassemblement Toulousain;18;ECOLE PAUL BERT;4 CHEMIN LIFFARD
116;MN;2020;V;1;31;555;112A;I;979;631;348;0;5;343;12;En avant Toulouse;0;ECOLE PAUL BERT;4 CHEMIN LIFFARD
116;MN;2020;V;1;31;555;112A;I;979;631;348;0;5;343;12;Debout Toulouse;4;ECOLE PAUL BERT;4 CHEMIN LIFFARD
117;MN;2020;V;1;31;555;0113;I;841;510;331;4;3;324;12;Toulouse belle et forte;17;ECOLE MOLIERE;36 RUE SAINTE LUCIE
118;MN;2020;V;1;31;555;0114;I;908;503;405;3;1;401;12;En avant Toulouse;1;ECOLE MOLIERE;36 RUE SAINTE LUCIE
119;MN;2020;V;1;31;555;0115;I;1091;636;455;5;6;444;12;Lutte ouvrière;6;ECOLE MOLIERE;36 RUE SAINTE LUCIE
119;MN;2020;V;1;31;555;0115;I;1091;636;455;5;6;444;12;Toulouse animaliste;5;ECOLE MOLIERE;36 RUE SAINTE LUCIE
119;MN;2020;V;1;31;555;0115;I;1091;636;455;5;6;444;12;Pour la cohésion ! L’autre choix;29;ECOLE MOLIERE;36 RUE SAINTE LUCIE
120;MN;2020;V;1;31;555;0116;I;894;465;429;2;2;425;12;En avant Toulouse;0;ECOLE MOLIERE;36 RUE SAINTE LUCIE
120;MN;2020;V;1;31;555;0116;I;894;465;429;2;2;425;12;Lutte ouvrière;5;ECOLE MOLIERE;36 RUE SAINTE LUCIE
121;MN;2020;V;1;31;555;0117;I;1223;824;399;1;2;396;12;En avant Toulouse;0;ECOLE PATTE D'OIE;44 RUE DU TCHAD
121;MN;2020;V;1;31;555;0117;I;1223;824;399;1;2;396;12;Toulouse belle et forte;6;ECOLE PATTE D'OIE;44 RUE DU TCHAD
124;MN;2020;V;1;31;555;0120;I;1014;597;417;2;8;407;12;Pour la cohésion ! L’autre choix;28;ECOLE PATTE D'OIE;44 RUE DU TCHAD
125;MN;2020;V;1;31;555;0121;I;1067;608;459;0;4;455;12;Rassemblement Toulousain;9;ECOLE PATTE D'OIE;44 RUE DU TCHAD
125;MN;2020;V;1;31;555;0121;I;1067;608;459;0;4;455;12;Archipel Citoyen;183;ECOLE PATTE D'OIE;44 RUE DU TCHAD
126;MN;2020;V;1;31;555;0122;I;1076;651;425;3;5;417;12;Rassemblement Toulousain;18;ECOLE PATTE D'OIE;44 RUE DU TCHAD
126;MN;2020;V;1;31;555;0122;I;1076;651;425;3;5;417;12;En avant Toulouse;1;ECOLE PATTE D'OIE;44 RUE DU TCHAD
127;MN;2020;V;1;31;555;0123;I;1047;711;336;1;3;332;12;Rassemblement Toulousain;18;ECOLE PATTE D'OIE;44 RUE DU TCHAD
127;MN;2020;V;1;31;555;0123;I;1047;711;336;1;3;332;12;Archipel Citoyen;109;ECOLE PATTE D'OIE;44 RUE DU TCHAD
127;MN;2020;V;1;31;555;0123;I;1047;711;336;1;3;332;12;Aimer Toulouse avec Jean-Luc Moudenc;105;ECOLE PATTE D'OIE;44 RUE DU TCHAD
128;MN;2020;V;1;31;555;0124;I;915;628;287;4;2;281;12;Rassemblement Toulousain;14;ECOLE ETIENNE BILLIERES;56 RUE JACQUES GAMELIN
128;MN;2020;V;1;31;555;0124;I;915;628;287;4;2;281;12;Toulouse aux travailleurs, pas aux spéculateurs;5;ECOLE ETIENNE BILLIERES;56 RUE JACQUES GAMELIN
128;MN;2020;V;1;31;555;0124;I;915;628;287;4;2;281;12;Toulouse belle et forte;8;ECOLE ETIENNE BILLIERES;56 RUE JACQUES GAMELIN
128;MN;2020;V;1;31;555;0124;I;915;628;287;4;2;281;12;Lutte ouvrière;2;ECOLE ETIENNE BILLIERES;56 RUE JACQUES GAMELIN
129;MN;2020;V;1;31;555;0125;I;917;541;376;5;5;366;12;Toulouse aux travailleurs, pas aux spéculateurs;2;ECOLE ETIENNE BILLIERES;56 RUE JACQUES GAMELIN
129;MN;2020;V;1;31;555;0125;I;917;541;376;5;5;366;12;Aimer Toulouse avec Jean-Luc Moudenc;124;ECOLE ETIENNE BILLIERES;56 RUE JACQUES GAMELIN
129;MN;2020;V;1;31;555;0125;I;917;541;376;5;5;366;12;Toulouse animaliste;6;ECOLE ETIENNE BILLIERES;56 RUE JACQUES GAMELIN
129;MN;2020;V;1;31;555;0125;I;917;541;376;5;5;366;12;Toulouse anticapitaliste;6;ECOLE ETIENNE BILLIERES;56 RUE JACQUES GAMELIN
130;MN;2020;V;1;31;555;0126;I;1023;552;471;4;5;462;12;Archipel Citoyen;186;ECOLE ETIENNE BILLIERES;56 RUE JACQUES GAMELIN
130;MN;2020;V;1;31;555;0126;I;1023;552;471;4;5;462;12;Une nouvelle énergie pour Toulouse;84;ECOLE ETIENNE BILLIERES;56 RUE JACQUES GAMELIN
131;MN;2020;V;1;31;555;0127;I;891;542;349;4;6;339;12;Aimer Toulouse avec Jean-Luc Moudenc;64;ECOLE ETIENNE BILLIERES;56 RUE JACQUES GAMELIN
131;MN;2020;V;1;31;555;0127;I;891;542;349;4;6;339;12;Pour la cohésion ! L’autre choix;29;ECOLE ETIENNE BILLIERES;56 RUE JACQUES GAMELIN
132;MN;2020;V;1;31;555;0128;I;549;304;245;1;3;241;12;Toulouse aux travailleurs, pas aux spéculateurs;1;ECOLE ETIENNE BILLIERES;56 RUE JACQUES GAMELIN
132;MN;2020;V;1;31;555;0128;I;549;304;245;1;3;241;12;Archipel Citoyen;100;ECOLE ETIENNE BILLIERES;56 RUE JACQUES GAMELIN
134;MN;2020;V;1;31;555;0130;I;1391;878;513;5;7;501;12;Rassemblement Toulousain;21;ECOLE FONTAINE BAYONNE;14 RUE DU DUFAUR DE PIBRAC
134;MN;2020;V;1;31;555;0130;I;1391;878;513;5;7;501;12;Lutte ouvrière;4;ECOLE FONTAINE BAYONNE;14 RUE DU DUFAUR DE PIBRAC
135;MN;2020;V;1;31;555;0131;I;826;672;154;0;3;151;12;Archipel Citoyen;25;ECOLE GEORGES HYON;1 IMPASSE BACHAGA BOUALAM
136;MN;2020;V;1;31;555;0132;I;973;740;233;2;5;226;12;Toulouse belle et forte;7;ECOLE GEORGES HYON;1 IMPASSE BACHAGA BOUALAM
136;MN;2020;V;1;31;555;0132;I;973;740;233;2;5;226;12;Une nouvelle énergie pour Toulouse;29;ECOLE GEORGES HYON;1 IMPASSE BACHAGA BOUALAM
137;MN;2020;V;1;31;555;0133;I;855;620;235;6;10;219;12;Lutte ouvrière;2;ECOLE GEORGES HYON;1 IMPASSE BACHAGA BOUALAM
138;MN;2020;V;1;31;555;0134;I;1073;758;315;2;5;308;12;Aimer Toulouse avec Jean-Luc Moudenc;123;GROUPE SCOLAIRE VIOLLET LE DUC;23 RUE EUGENE VIOLLET LE DUC
138;MN;2020;V;1;31;555;0134;I;1073;758;315;2;5;308;12;Toulouse anticapitaliste;8;GROUPE SCOLAIRE VIOLLET LE DUC;23 RUE EUGENE VIOLLET LE DUC
139;MN;2020;V;1;31;555;0135;I;964;741;223;0;5;218;12;Toulouse aux travailleurs, pas aux spéculateurs;0;GROUPE SCOLAIRE VIOLLET LE DUC;23 RUE EUGENE VIOLLET LE DUC
139;MN;2020;V;1;31;555;0135;I;964;741;223;0;5;218;12;Archipel Citoyen;38;GROUPE SCOLAIRE VIOLLET LE DUC;23 RUE EUGENE VIOLLET LE DUC
139;MN;2020;V;1;31;555;0135;I;964;741;223;0;5;218;12;Toulouse animaliste;3;GROUPE SCOLAIRE VIOLLET LE DUC;23 RUE EUGENE VIOLLET LE DUC
140;MN;2020;V;1;31;555;0136;I;1160;734;426;2;6;418;12;En avant Toulouse;1;GROUPE SCOLAIRE VIOLLET LE DUC;23 RUE EUGENE VIOLLET LE DUC
140;MN;2020;V;1;31;555;0136;I;1160;734;426;2;6;418;12;Toulouse belle et forte;10;GROUPE SCOLAIRE VIOLLET LE DUC;23 RUE EUGENE VIOLLET LE DUC
140;MN;2020;V;1;31;555;0136;I;1160;734;426;2;6;418;12;Aimer Toulouse avec Jean-Luc Moudenc;163;GROUPE SCOLAIRE VIOLLET LE DUC;23 RUE EUGENE VIOLLET LE DUC
140;MN;2020;V;1;31;555;0136;I;1160;734;426;2;6;418;12;Debout Toulouse;4;GROUPE SCOLAIRE VIOLLET LE DUC;23 RUE EUGENE VIOLLET LE DUC
140;MN;2020;V;1;31;555;0136;I;1160;734;426;2;6;418;12;Pour la cohésion ! L’autre choix;24;GROUPE SCOLAIRE VIOLLET LE DUC;23 RUE EUGENE VIOLLET LE DUC
142;MN;2020;V;1;31;555;0138;I;1050;671;379;1;4;374;12;En avant Toulouse;0;ECOLE LARDENNE;20 CHEMIN ROCAMADOUR
143;MN;2020;V;1;31;555;0139;I;1011;619;392;5;3;384;12;En avant Toulouse;2;ECOLE LARDENNE;20 CHEMIN ROCAMADOUR
143;MN;2020;V;1;31;555;0139;I;1011;619;392;5;3;384;12;Toulouse belle et forte;11;ECOLE LARDENNE;20 CHEMIN ROCAMADOUR
143;MN;2020;V;1;31;555;0139;I;1011;619;392;5;3;384;12;Pour la cohésion ! L’autre choix;27;ECOLE LARDENNE;20 CHEMIN ROCAMADOUR
144;MN;2020;V;1;31;555;0140;I;966;557;409;2;1;406;12;En avant Toulouse;1;ECOLE LARDENNE;20 CHEMIN ROCAMADOUR
144;MN;2020;V;1;31;555;0140;I;966;557;409;2;1;406;12;Toulouse belle et forte;15;ECOLE LARDENNE;20 CHEMIN ROCAMADOUR
145;MN;2020;V;1;31;555;0141;I;825;462;363;3;2;358;12;Rassemblement Toulousain;9;ECOLE LESPINASSE;3 RUE DU CHAIREDON
145;MN;2020;V;1;31;555;0141;I;825;462;363;3;2;358;12;En avant Toulouse;1;ECOLE LESPINASSE;3 RUE DU CHAIREDON
145;MN;2020;V;1;31;555;0141;I;825;462;363;3;2;358;12;Pour la cohésion ! L’autre choix;18;ECOLE LESPINASSE;3 RUE DU CHAIREDON
146;MN;2020;V;1;31;555;0142;I;932;480;452;3;5;444;12;Toulouse aux travailleurs, pas aux spéculateurs;0;ECOLE LESPINASSE;3 RUE DU CHAIREDON
146;MN;2020;V;1;31;555;0142;I;932;480;452;3;5;444;12;Toulouse anticapitaliste;3;ECOLE LESPINASSE;3 RUE DU CHAIREDON
147;MN;2020;V;1;31;555;0143;I;830;460;370;0;2;368;12;Une nouvelle énergie pour Toulouse;76;ECOLE LESPINASSE;3 RUE DU CHAIREDON
149;MN;2020;V;1;31;555;0145;I;885;593;292;0;2;290;12;En avant Toulouse;1;GROUPE SCOLAIRE LITTRE;2 PLACE BERTIER
149;MN;2020;V;1;31;555;0145;I;885;593;292;0;2;290;12;Toulouse belle et forte;12;GROUPE SCOLAIRE LITTRE;2 PLACE BERTIER
149;MN;2020;V;1;31;555;0145;I;885;593;292;0;2;290;12;Lutte ouvrière;2;GROUPE SCOLAIRE LITTRE;2 PLACE BERTIER
150;MN;2020;V;1;31;555;0146;I;885;638;247;1;7;239;12;Debout Toulouse;5;GROUPE SCOLAIRE LITTRE;2 PLACE BERTIER
151;MN;2020;V;1;31;555;0147;I;1070;684;386;0;2;384;12;En avant Toulouse;0;GROUPE SCOLAIRE LITTRE;2 PLACE BERTIER
151;MN;2020;V;1;31;555;0147;I;1070;684;386;0;2;384;12;Toulouse anticapitaliste;2;GROUPE SCOLAIRE LITTRE;2 PLACE BERTIER
152;MN;2020;V;1;31;555;0148;I;869;610;259;1;4;254;12;Toulouse aux travailleurs, pas aux spéculateurs;0;GROUPE SCOLAIRE LITTRE;2 PLACE BERTIER
152;MN;2020;V;1;31;555;0148;I;869;610;259;1;4;254;12;Toulouse belle et forte;16;GROUPE SCOLAIRE LITTRE;2 PLACE BERTIER
152;MN;2020;V;1;31;555;0148;I;869;610;259;1;4;254;12;Aimer Toulouse avec Jean-Luc Moudenc;94;GROUPE SCOLAIRE LITTRE;2 PLACE BERTIER
153;MN;2020;V;1;31;555;0149;I;1010;581;429;3;4;422;12;Archipel Citoyen;147;ECOLE DES GAIS PINSONS;270 RUE DES FONTAINES
153;MN;2020;V;1;31;555;0149;I;1010;581;429;3;4;422;12;Lutte ouvrière;6;ECOLE DES GAIS PINSONS;270 RUE DES FONTAINES
154;MN;2020;V;1;31;555;0150;I;783;482;301;3;2;296;12;Rassemblement Toulousain;5;ECOLE DES GAIS PINSONS;270 RUE DES FONTAINES
154;MN;2020;V;1;31;555;0150;I;783;482;301;3;2;296;12;Lutte ouvrière;0;ECOLE DES GAIS PINSONS;270 RUE DES FONTAINES
154;MN;2020;V;1;31;555;0150;I;783;482;301;3;2;296;12;Toulouse anticapitaliste;6;ECOLE DES GAIS PINSONS;270 RUE DES FONTAINES
155;MN;2020;V;1;31;555;0151;I;1101;666;435;3;2;430;12;Toulouse aux travailleurs, pas aux spéculateurs;1;ECOLE DES GAIS PINSONS;270 RUE DES FONTAINES
156;MN;2020;V;1;31;555;0152;I;668;400;268;0;0;268;12;Rassemblement Toulousain;13;ECOLE DES GAIS PINSONS;270 RUE DES FONTAINES
156;MN;2020;V;1;31;555;0152;I;668;400;268;0;0;268;12;Toulouse belle et forte;11;ECOLE DES GAIS PINSONS;270 RUE DES FONTAINES
156;MN;2020;V;1;31;555;0152;I;668;400;268;0;0;268;12;Aimer Toulouse avec Jean-Luc Moudenc;101;ECOLE DES GAIS PINSONS;270 RUE DES FONTAINES
156;MN;2020;V;1;31;555;0152;I;668;400;268;0;0;268;12;Lutte ouvrière;1;ECOLE DES GAIS PINSONS;270 RUE DES FONTAINES
156;MN;2020;V;1;31;555;0152;I;668;400;268;0;0;268;12;Debout Toulouse;1;ECOLE DES GAIS PINSONS;270 RUE DES FONTAINES
157;MN;2020;V;1;31;555;0153;I;1034;636;398;3;3;392;12;Toulouse aux travailleurs, pas aux spéculateurs;3;ECOLE DES GAIS PINSONS;270 RUE DES FONTAINES
157;MN;2020;V;1;31;555;0153;I;1034;636;398;3;3;392;12;Aimer Toulouse avec Jean-Luc Moudenc;113;ECOLE DES GAIS PINSONS;270 RUE DES FONTAINES
157;MN;2020;V;1;31;555;0153;I;1034;636;398;3;3;392;12;Une nouvelle énergie pour Toulouse;73;ECOLE DES GAIS PINSONS;270 RUE DES FONTAINES
158;MN;2020;V;1;31;555;0154;I;1109;660;449;2;1;446;12;Archipel Citoyen;126;ECOLE DES AMIDONNIERS;123 ALLEE DE BRIENNE
158;MN;2020;V;1;31;555;0154;I;1109;660;449;2;1;446;12;Aimer Toulouse avec Jean-Luc Moudenc;161;ECOLE DES AMIDONNIERS;123 ALLEE DE BRIENNE
158;MN;2020;V;1;31;555;0154;I;1109;660;449;2;1;446;12;Debout Toulouse;1;ECOLE DES AMIDONNIERS;123 ALLEE DE BRIENNE
159;MN;2020;V;1;31;555;0155;I;914;539;375;2;2;371;12;Rassemblement Toulousain;9;ECOLE DES AMIDONNIERS;123 ALLEE DE BRIENNE
159;MN;2020;V;1;31;555;0155;I;914;539;375;2;2;371;12;Toulouse aux travailleurs, pas aux spéculateurs;3;ECOLE DES AMIDONNIERS;123 ALLEE DE BRIENNE
159;MN;2020;V;1;31;555;0155;I;914;539;375;2;2;371;12;En avant Toulouse;2;ECOLE DES AMIDONNIERS;123 ALLEE DE BRIENNE
159;MN;2020;V;1;31;555;0155;I;914;539;375;2;2;371;12;Toulouse belle et forte;8;ECOLE DES AMIDONNIERS;123 ALLEE DE BRIENNE
159;MN;2020;V;1;31;555;0155;I;914;539;375;2;2;371;12;Une nouvelle énergie pour Toulouse;80;ECOLE DES AMIDONNIERS;123 ALLEE DE BRIENNE
160;MN;2020;V;1;31;555;0156;I;989;539;450;6;1;443;12;Toulouse belle et forte;16;ECOLE DES AMIDONNIERS;123 ALLEE DE BRIENNE
160;MN;2020;V;1;31;555;0156;I;989;539;450;6;1;443;12;Debout Toulouse;1;ECOLE DES AMIDONNIERS;123 ALLEE DE BRIENNE
160;MN;2020;V;1;31;555;0156;I;989;539;450;6;1;443;12;Pour la cohésion ! L’autre choix;18;ECOLE DES AMIDONNIERS;123 ALLEE DE BRIENNE
161;MN;2020;V;1;31;555;0157;I;1048;598;450;3;6;441;12;En avant Toulouse;1;MDC NORD;PL MARCHE AUX COCHONS
161;MN;2020;V;1;31;555;0157;I;1048;598;450;3;6;441;12;Archipel Citoyen;128;MDC NORD;PL MARCHE AUX COCHONS
161;MN;2020;V;1;31;555;0157;I;1048;598;450;3;6;441;12;Aimer Toulouse avec Jean-Luc Moudenc;160;MDC NORD;PL MARCHE AUX COCHONS
161;MN;2020;V;1;31;555;0157;I;1048;598;450;3;6;441;12;Une nouvelle énergie pour Toulouse;97;MDC NORD;PL MARCHE AUX COCHONS
161;MN;2020;V;1;31;555;0157;I;1048;598;450;3;6;441;12;Pour la cohésion ! L’autre choix;19;MDC NORD;PL MARCHE AUX COCHONS
162;MN;2020;V;1;31;555;0158;I;1030;702;328;2;1;325;12;En avant Toulouse;2;MDC NORD;PL MARCHE AUX COCHONS
163;MN;2020;V;1;31;555;0159;I;1017;569;448;4;1;443;12;Lutte ouvrière;2;MDC NORD;PL MARCHE AUX COCHONS
163;MN;2020;V;1;31;555;0159;I;1017;569;448;4;1;443;12;Toulouse anticapitaliste;5;MDC NORD;PL MARCHE AUX COCHONS
164;MN;2020;V;1;31;555;0160;I;1004;570;434;2;7;425;12;Rassemblement Toulousain;11;MDC NORD;PL MARCHE AUX COCHONS
164;MN;2020;V;1;31;555;0160;I;1004;570;434;2;7;425;12;En avant Toulouse;0;MDC NORD;PL MARCHE AUX COCHONS
164;MN;2020;V;1;31;555;0160;I;1004;570;434;2;7;425;12;Lutte ouvrière;3;MDC NORD;PL MARCHE AUX COCHONS
164;MN;2020;V;1;31;555;0160;I;1004;570;434;2;7;425;12;Debout Toulouse;4;MDC NORD;PL MARCHE AUX COCHONS
165;MN;2020;V;1;31;555;0161;I;737;463;274;1;3;270;12;En avant Toulouse;0;ECOLE ALFRED DE MUSSET;5 RUE DU GENERAL HOCHE
165;MN;2020;V;1;31;555;0161;I;737;463;274;1;3;270;12;Toulouse belle et forte;6;ECOLE ALFRED DE MUSSET;5 RUE DU GENERAL HOCHE
165;MN;2020;V;1;31;555;0161;I;737;463;274;1;3;270;12;Archipel Citoyen;76;ECOLE ALFRED DE MUSSET;5 RUE DU GENERAL HOCHE
165;MN;2020;V;1;31;555;0161;I;737;463;274;1;3;270;12;Toulouse animaliste;9;ECOLE ALFRED DE MUSSET;5 RUE DU GENERAL HOCHE
166;MN;2020;V;1;31;555;0162;I;951;616;335;3;4;328;12;Toulouse belle et forte;6;ECOLE ALFRED DE MUSSET;5 RUE DU GENERAL HOCHE
167;MN;2020;V;1;31;555;0163;I;659;490;169;3;2;164;12;Rassemblement Toulousain;11;ECOLE ALFRED DE MUSSET;5 RUE DU GENERAL HOCHE
168;MN;2020;V;1;31;555;0164;I;568;406;162;2;0;160;12;Aimer Toulouse avec Jean-Luc Moudenc;48;ECOLE ALFRED DE MUSSET;5 RUE DU GENERAL HOCHE
168;MN;2020;V;1;31;555;0164;I;568;406;162;2;0;160;12;Debout Toulouse;2;ECOLE ALFRED DE MUSSET;5 RUE DU GENERAL HOCHE
169;MN;2020;V;1;31;555;0165;I;1370;850;520;4;5;511;12;Lutte ouvrière;3;MATERNELLE PONTS JUMEAUX;18 RUE CECILE BRUNSCHVICG
170;MN;2020;V;1;31;555;0166;I;1146;675;471;4;4;463;12;Archipel Citoyen;128;MATERNELLE PONTS JUMEAUX;18 RUE CECILE BRUNSCHVICG
170;MN;2020;V;1;31;555;0166;I;1146;675;471;4;4;463;12;Aimer Toulouse avec Jean-Luc Moudenc;176;MATERNELLE PONTS JUMEAUX;18 RUE CECILE BRUNSCHVICG
